,Date,Ticker,Predicted_Pct_Change,Buy
2139,2025-12-16 00:00:00+00:00,UBER,0.00015835233,1
1645,2025-12-16 00:00:00+00:00,OMC,0.00015829828,1
2280,2025-12-16 00:00:00+00:00,WMT,0.0001582311,1
1425,2025-12-16 00:00:00+00:00,MGM,0.00015805935,1
256,2025-12-16 00:00:00+00:00,BBY,0.00015786102,1
46,2025-12-16 00:00:00+00:00,ADM,0.000157646,1
1220,2025-12-16 00:00:00+00:00,KDP,0.0001576221,1
2186,2025-12-16 00:00:00+00:00,VICI,0.00015761124,1
1017,2025-12-16 00:00:00+00:00,HAL,0.00015730581,1
1064,2025-12-16 00:00:00+00:00,HPE,0.00015729004,1
356,2025-12-16 00:00:00+00:00,CAT,0.00015716939,1
1937,2025-12-16 00:00:00+00:00,SOLV,0.00015705534,1
51,2025-12-16 00:00:00+00:00,ADP,0.00015703119,1
551,2025-12-16 00:00:00+00:00,CSX,0.00015696893,1
429,2025-12-16 00:00:00+00:00,CI,0.00015683305,1
2091,2025-12-16 00:00:00+00:00,TRV,0.00015680285,1
242,2025-12-16 00:00:00+00:00,BAC,0.00015672647,1
18,2025-12-16 00:00:00+00:00,ABNB,0.00015672184,1
1689,2025-12-16 00:00:00+00:00,PCAR,0.00015669926,1
1022,2025-12-16 00:00:00+00:00,HAS,0.0001566716,1
147,2025-12-16 00:00:00+00:00,AMT,0.0001565924,1
746,2025-12-16 00:00:00+00:00,EMN,0.00015658437,1
1558,2025-12-16 00:00:00+00:00,NFLX,0.00015657097,1
1311,2025-12-16 00:00:00+00:00,LKQ,0.00015656717,1
1412,2025-12-16 00:00:00+00:00,MDT,0.00015656115,1
2181,2025-12-16 00:00:00+00:00,V,0.00015652819,1
1539,2025-12-16 00:00:00+00:00,NDAQ,0.00015651801,1
2106,2025-12-16 00:00:00+00:00,TSN,0.00015636791,1
1592,2025-12-16 00:00:00+00:00,NTAP,0.00015607916,1
1670,2025-12-16 00:00:00+00:00,OXY,0.00015600467,1
1699,2025-12-16 00:00:00+00:00,PEG,0.00015594081,1
1481,2025-12-16 00:00:00+00:00,MPWR,0.00015589675,1
541,2025-12-16 00:00:00+00:00,CSCO,0.00015585989,1
644,2025-12-16 00:00:00+00:00,DIS,0.00015557313,1
2053,2025-12-16 00:00:00+00:00,TGT,0.00015554808,1
1416,2025-12-16 00:00:00+00:00,MET,0.00015554101,1
1321,2025-12-16 00:00:00+00:00,LMT,0.00015529775,1
487,2025-12-16 00:00:00+00:00,COO,0.00015517871,1
2302,2025-12-16 00:00:00+00:00,WYNN,0.00015513491,1
1457,2025-12-16 00:00:00+00:00,MNST,0.00015507633,1
590,2025-12-16 00:00:00+00:00,D,0.00015492944,1
517,2025-12-16 00:00:00+00:00,CPRT,0.00015482245,1
1951,2025-12-16 00:00:00+00:00,SRE,0.00015477103,1
1932,2025-12-16 00:00:00+00:00,SO,0.000154726,1
2096,2025-12-16 00:00:00+00:00,TSCO,0.0001546882,1
157,2025-12-16 00:00:00+00:00,AMZN,0.00015458929,1
2033,2025-12-16 00:00:00+00:00,TEL,0.00015442142,1
1462,2025-12-16 00:00:00+00:00,MO,0.00015440998,1
1430,2025-12-16 00:00:00+00:00,MHK,0.00015438742,1
720,2025-12-16 00:00:00+00:00,ED,0.00015436453,1
27,2025-12-16 00:00:00+00:00,ACGL,0.00015433121,1
973,2025-12-16 00:00:00+00:00,GM,0.00015429297,1
945,2025-12-16 00:00:00+00:00,GEN,0.00015418782,1
1026,2025-12-16 00:00:00+00:00,HBAN,0.00015408767,1
59,2025-12-16 00:00:00+00:00,AEE,0.000154078,1
1912,2025-12-16 00:00:00+00:00,SLB,0.0001540558,1
1684,2025-12-16 00:00:00+00:00,PAYX,0.00015404468,1
531,2025-12-16 00:00:00+00:00,CRM,0.00015396009,1
850,2025-12-16 00:00:00+00:00,FCX,0.00015393933,1
332,2025-12-16 00:00:00+00:00,BXP,0.00015392658,1
351,2025-12-16 00:00:00+00:00,CARR,0.0001538097,1
1741,2025-12-16 00:00:00+00:00,PLD,0.00015380823,1
1360,2025-12-16 00:00:00+00:00,LYB,0.00015378877,1
108,2025-12-16 00:00:00+00:00,ALL,0.0001537522,1
1621,2025-12-16 00:00:00+00:00,NWSA,0.0001537458,1
1125,2025-12-16 00:00:00+00:00,IFF,0.00015373115,1
1718,2025-12-16 00:00:00+00:00,PG,0.00015372653,1
625,2025-12-16 00:00:00+00:00,DG,0.00015372489,1
1779,2025-12-16 00:00:00+00:00,PPG,0.00015371019,1
166,2025-12-16 00:00:00+00:00,AON,0.00015368589,1
1379,2025-12-16 00:00:00+00:00,MAR,0.00015365548,1
1894,2025-12-16 00:00:00+00:00,SBUX,0.00015363989,1
313,2025-12-16 00:00:00+00:00,BRO,0.00015357714,1
1345,2025-12-16 00:00:00+00:00,LUV,0.00015351114,1
191,2025-12-16 00:00:00+00:00,APTV,0.00015351006,1
2086,2025-12-16 00:00:00+00:00,TROW,0.00015350968,1
2270,2025-12-16 00:00:00+00:00,WM,0.00015337703,1
1563,2025-12-16 00:00:00+00:00,NI,0.00015331896,1
954,2025-12-16 00:00:00+00:00,GILD,0.00015326108,1
1069,2025-12-16 00:00:00+00:00,HPQ,0.00015312876,1
1196,2025-12-16 00:00:00+00:00,JBL,0.00015295681,1
620,2025-12-16 00:00:00+00:00,DELL,0.00015295668,1
936,2025-12-16 00:00:00+00:00,GE,0.0001529079,1
698,2025-12-16 00:00:00+00:00,DVN,0.00015288372,1
1989,2025-12-16 00:00:00+00:00,SWKS,0.00015283327,1
395,2025-12-16 00:00:00+00:00,CE,0.00015281729,1
1073,2025-12-16 00:00:00+00:00,HRL,0.00015275468,1
2071,2025-12-16 00:00:00+00:00,TPR,0.00015271002,1
1713,2025-12-16 00:00:00+00:00,PFG,0.00015270637,1
654,2025-12-16 00:00:00+00:00,DLTR,0.00015267989,1
23,2025-12-16 00:00:00+00:00,ABT,0.00015267181,1
237,2025-12-16 00:00:00+00:00,BA,0.00015249704,1
2255,2025-12-16 00:00:00+00:00,WEC,0.00015248702,1
689,2025-12-16 00:00:00+00:00,DUK,0.00015243892,1
1272,2025-12-16 00:00:00+00:00,KR,0.00015242619,1
414,2025-12-16 00:00:00+00:00,CHD,0.00015230638,1
2081,2025-12-16 00:00:00+00:00,TRMB,0.00015221462,1
467,2025-12-16 00:00:00+00:00,CMS,0.00015219429,1
323,2025-12-16 00:00:00+00:00,BWA,0.00015218502,1
1665,2025-12-16 00:00:00+00:00,OTIS,0.00015218399,1
1407,2025-12-16 00:00:00+00:00,MDLZ,0.000152171,1
1788,2025-12-16 00:00:00+00:00,PRU,0.00015213323,1
684,2025-12-16 00:00:00+00:00,DTE,0.00015205548,1
733,2025-12-16 00:00:00+00:00,EIX,0.00015205488,1
1860,2025-12-16 00:00:00+00:00,ROL,0.0001520083,1
1306,2025-12-16 00:00:00+00:00,LIN,0.00015187393,1
2048,2025-12-16 00:00:00+00:00,TFX,0.00015185152,1
959,2025-12-16 00:00:00+00:00,GIS,0.00015165427,1
118,2025-12-16 00:00:00+00:00,AMAT,0.00015162653,1
93,2025-12-16 00:00:00+00:00,AKAM,0.00015159951,1
405,2025-12-16 00:00:00+00:00,CF,0.00015155942,1
1257,2025-12-16 00:00:00+00:00,KMI,0.00015149028,1
916,2025-12-16 00:00:00+00:00,FTNT,0.00015142935,1
247,2025-12-16 00:00:00+00:00,BALL,0.00015136668,1
570,2025-12-16 00:00:00+00:00,CTVA,0.00015122858,1
1384,2025-12-16 00:00:00+00:00,MAS,0.00015108862,1
294,2025-12-16 00:00:00+00:00,BLDR,0.00015104539,1
88,2025-12-16 00:00:00+00:00,AJG,0.0001509539,1
223,2025-12-16 00:00:00+00:00,AXON,0.0001509342,1
1984,2025-12-16 00:00:00+00:00,SWK,0.00015093075,1
882,2025-12-16 00:00:00+00:00,FIS,0.00015085138,1
1534,2025-12-16 00:00:00+00:00,NCLH,0.00015084675,1
817,2025-12-16 00:00:00+00:00,EXC,0.00015084319,1
452,2025-12-16 00:00:00+00:00,CME,0.00015080988,1
1830,2025-12-16 00:00:00+00:00,REG,0.00015068393,1
443,2025-12-16 00:00:00+00:00,CLX,0.0001506368,1
737,2025-12-16 00:00:00+00:00,EL,0.00015057079,1
1898,2025-12-16 00:00:00+00:00,SCHW,0.00015050513,1
1765,2025-12-16 00:00:00+00:00,PNW,0.00015043706,1
1874,2025-12-16 00:00:00+00:00,RSG,0.00015036894,1
1471,2025-12-16 00:00:00+00:00,MOS,0.00015036817,1
1568,2025-12-16 00:00:00+00:00,NKE,0.00015032258,0
1292,2025-12-16 00:00:00+00:00,LEN,0.00015029173,0
2004,2025-12-16 00:00:00+00:00,SYY,0.00014994224,0
1631,2025-12-16 00:00:00+00:00,O,0.00014978499,0
1077,2025-12-16 00:00:00+00:00,HSIC,0.00014977358,0
845,2025-12-16 00:00:00+00:00,FAST,0.00014974063,0
595,2025-12-16 00:00:00+00:00,DAL,0.00014968331,0
780,2025-12-16 00:00:00+00:00,EQT,0.00014964378,0
138,2025-12-16 00:00:00+00:00,AMGN,0.00014962685,0
669,2025-12-16 00:00:00+00:00,DOW,0.00014961929,0
522,2025-12-16 00:00:00+00:00,CPT,0.0001496096,0
615,2025-12-16 00:00:00+00:00,DECK,0.00014953938,0
98,2025-12-16 00:00:00+00:00,ALB,0.0001494474,0
303,2025-12-16 00:00:00+00:00,BMY,0.00014937995,0
162,2025-12-16 00:00:00+00:00,ANET,0.0001493788,0
902,2025-12-16 00:00:00+00:00,FOXA,0.00014935859,0
2222,2025-12-16 00:00:00+00:00,VTR,0.00014935165,0
2014,2025-12-16 00:00:00+00:00,TAP,0.00014933053,0
1573,2025-12-16 00:00:00+00:00,NOC,0.00014922922,0
1553,2025-12-16 00:00:00+00:00,NEM,0.00014922775,0
1801,2025-12-16 00:00:00+00:00,PTC,0.00014912918,0
776,2025-12-16 00:00:00+00:00,EQR,0.00014910864,0
575,2025-12-16 00:00:00+00:00,CVS,0.00014909664,0
1448,2025-12-16 00:00:00+00:00,MMC,0.00014909479,0
2019,2025-12-16 00:00:00+00:00,TDG,0.00014908797,0
715,2025-12-16 00:00:00+00:00,ECL,0.00014903443,0
477,2025-12-16 00:00:00+00:00,CNP,0.0001489586,0
2317,2025-12-16 00:00:00+00:00,XYL,0.00014890863,0
1059,2025-12-16 00:00:00+00:00,HON,0.00014885385,0
337,2025-12-16 00:00:00+00:00,C,0.00014882142,0
1112,2025-12-16 00:00:00+00:00,ICE,0.00014878699,0
74,2025-12-16 00:00:00+00:00,AFL,0.00014876589,0
2213,2025-12-16 00:00:00+00:00,VRTX,0.00014873136,0
831,2025-12-16 00:00:00+00:00,EXR,0.00014870717,0
361,2025-12-16 00:00:00+00:00,CB,0.00014864616,0
1040,2025-12-16 00:00:00+00:00,HIG,0.00014858418,0
1583,2025-12-16 00:00:00+00:00,NRG,0.00014852073,0
1054,2025-12-16 00:00:00+00:00,HOLX,0.00014851788,0
2125,2025-12-16 00:00:00+00:00,TXT,0.00014850499,0
756,2025-12-16 00:00:00+00:00,ENPH,0.00014846104,0
1825,2025-12-16 00:00:00+00:00,RCL,0.0001483277,0
279,2025-12-16 00:00:00+00:00,BK,0.0001483233,0
289,2025-12-16 00:00:00+00:00,BKR,0.00014827946,0
1375,2025-12-16 00:00:00+00:00,MAA,0.0001482307,0
1160,2025-12-16 00:00:00+00:00,IR,0.00014814454,0
64,2025-12-16 00:00:00+00:00,AEP,0.00014814227,0
911,2025-12-16 00:00:00+00:00,FSLR,0.0001481027,0
565,2025-12-16 00:00:00+00:00,CTSH,0.00014804475,0
2167,2025-12-16 00:00:00+00:00,UPS,0.00014781795,0
1165,2025-12-16 00:00:00+00:00,IRM,0.00014779514,0
1733,2025-12-16 00:00:00+00:00,PHM,0.00014778657,0
1820,2025-12-16 00:00:00+00:00,QRVO,0.00014774821,0
204,2025-12-16 00:00:00+00:00,AVB,0.0001476687,0
2057,2025-12-16 00:00:00+00:00,TJX,0.00014766082,0
1200,2025-12-16 00:00:00+00:00,JCI,0.00014764414,0
1843,2025-12-16 00:00:00+00:00,RJF,0.00014751808,0
328,2025-12-16 00:00:00+00:00,BX,0.00014744942,0
2335,2025-12-16 00:00:00+00:00,ZTS,0.00014743298,0
1355,2025-12-16 00:00:00+00:00,LW,0.000147432,0
2312,2025-12-16 00:00:00+00:00,XOM,0.00014742604,0
921,2025-12-16 00:00:00+00:00,FTV,0.00014735972,0
128,2025-12-16 00:00:00+00:00,AMD,0.00014715266,0
1187,2025-12-16 00:00:00+00:00,J,0.00014712244,0
171,2025-12-16 00:00:00+00:00,AOS,0.00014708086,0
366,2025-12-16 00:00:00+00:00,CBOE,0.0001470622,0
798,2025-12-16 00:00:00+00:00,ETN,0.00014704345,0
1596,2025-12-16 00:00:00+00:00,NTRS,0.00014700757,0
482,2025-12-16 00:00:00+00:00,COF,0.00014668235,0
854,2025-12-16 00:00:00+00:00,FDS,0.00014668214,0
152,2025-12-16 00:00:00+00:00,AMTM,0.00014663127,0
693,2025-12-16 00:00:00+00:00,DVA,0.00014651816,0
1792,2025-12-16 00:00:00+00:00,PSA,0.00014649537,0
761,2025-12-16 00:00:00+00:00,EOG,0.00014640324,0
993,2025-12-16 00:00:00+00:00,GPC,0.00014635813,0
784,2025-12-16 00:00:00+00:00,ERIE,0.00014632395,0
897,2025-12-16 00:00:00+00:00,FOX,0.00014623048,0
674,2025-12-16 00:00:00+00:00,DPZ,0.00014614357,0
492,2025-12-16 00:00:00+00:00,COP,0.00014614331,0
1751,2025-12-16 00:00:00+00:00,PM,0.00014612771,0
1879,2025-12-16 00:00:00+00:00,RTX,0.00014605813,0
1214,2025-12-16 00:00:00+00:00,JPM,0.00014601521,0
3,2025-12-16 00:00:00+00:00,A,0.0001459019,0
1694,2025-12-16 00:00:00+00:00,PCG,0.00014585904,0
1092,2025-12-16 00:00:00+00:00,HUBB,0.00014542832,0
868,2025-12-16 00:00:00+00:00,FFIV,0.00014527969,0
1660,2025-12-16 00:00:00+00:00,ORLY,0.00014527651,0
385,2025-12-16 00:00:00+00:00,CDNS,0.00014524117,0
2191,2025-12-16 00:00:00+00:00,VLO,0.00014520898,0
906,2025-12-16 00:00:00+00:00,FRT,0.00014513954,0
1325,2025-12-16 00:00:00+00:00,LNT,0.00014512522,0
2147,2025-12-16 00:00:00+00:00,UHS,0.00014510844,0
789,2025-12-16 00:00:00+00:00,ES,0.000145053,0
1316,2025-12-16 00:00:00+00:00,LLY,0.00014500985,0
963,2025-12-16 00:00:00+00:00,GL,0.00014500335,0
1965,2025-12-16 00:00:00+00:00,STT,0.00014492623,0
1120,2025-12-16 00:00:00+00:00,IEX,0.00014490046,0
1979,2025-12-16 00:00:00+00:00,SW,0.00014483531,0
84,2025-12-16 00:00:00+00:00,AIZ,0.00014473604,0
751,2025-12-16 00:00:00+00:00,EMR,0.00014473179,0
1224,2025-12-16 00:00:00+00:00,KEY,0.00014458013,0
1394,2025-12-16 00:00:00+00:00,MCHP,0.00014456574,0
1784,2025-12-16 00:00:00+00:00,PPL,0.00014452217,0
1960,2025-12-16 00:00:00+00:00,STLD,0.00014450612,0
941,2025-12-16 00:00:00+00:00,GEHC,0.00014449474,0
1234,2025-12-16 00:00:00+00:00,KHC,0.00014446316,0
728,2025-12-16 00:00:00+00:00,EG,0.0001444381,0
218,2025-12-16 00:00:00+00:00,AWK,0.00014443633,0
1756,2025-12-16 00:00:00+00:00,PNC,0.0001443404,0
318,2025-12-16 00:00:00+00:00,BSX,0.00014417416,0
878,2025-12-16 00:00:00+00:00,FICO,0.00014411447,0
13,2025-12-16 00:00:00+00:00,ABBV,0.00014401381,0
1760,2025-12-16 00:00:00+00:00,PNR,0.00014400276,0
639,2025-12-16 00:00:00+00:00,DHR,0.00014397243,0
1501,2025-12-16 00:00:00+00:00,MSCI,0.00014386982,0
1847,2025-12-16 00:00:00+00:00,RL,0.00014386784,0
1515,2025-12-16 00:00:00+00:00,MTB,0.00014377695,0
659,2025-12-16 00:00:00+00:00,DOC,0.00014368969,0
1704,2025-12-16 00:00:00+00:00,PEP,0.00014365949,0
381,2025-12-16 00:00:00+00:00,CCL,0.00014362053,0
41,2025-12-16 00:00:00+00:00,ADI,0.00014361042,0
1970,2025-12-16 00:00:00+00:00,STX,0.00014360357,0
1884,2025-12-16 00:00:00+00:00,RVTY,0.00014355218,0
1007,2025-12-16 00:00:00+00:00,GS,0.0001434916,0
228,2025-12-16 00:00:00+00:00,AXP,0.0001433747,0
1403,2025-12-16 00:00:00+00:00,MCO,0.00014329122,0
462,2025-12-16 00:00:00+00:00,CMI,0.00014322855,0
1130,2025-12-16 00:00:00+00:00,INCY,0.00014308385,0
1243,2025-12-16 00:00:00+00:00,KKR,0.00014307187,0
585,2025-12-16 00:00:00+00:00,CZR,0.0001430472,0
269,2025-12-16 00:00:00+00:00,BG,0.00014292898,0
1956,2025-12-16 00:00:00+00:00,STE,0.00014288265,0
2205,2025-12-16 00:00:00+00:00,VRSK,0.0001428542,0
123,2025-12-16 00:00:00+00:00,AMCR,0.00014269509,0
1907,2025-12-16 00:00:00+00:00,SJM,0.00014262946,0
284,2025-12-16 00:00:00+00:00,BKNG,0.00014252303,0
2236,2025-12-16 00:00:00+00:00,WAB,0.00014252265,0
2111,2025-12-16 00:00:00+00:00,TT,0.0001425034,0
1229,2025-12-16 00:00:00+00:00,KEYS,0.0001424966,0
1611,2025-12-16 00:00:00+00:00,NVR,0.00014249148,0
252,2025-12-16 00:00:00+00:00,BAX,0.00014237208,0
55,2025-12-16 00:00:00+00:00,ADSK,0.00014231264,0
424,2025-12-16 00:00:00+00:00,CHTR,0.00014226747,0
707,2025-12-16 00:00:00+00:00,EA,0.0001422037,0
808,2025-12-16 00:00:00+00:00,EVRG,0.00014208375,0
1511,2025-12-16 00:00:00+00:00,MSI,0.00014202656,0
1087,2025-12-16 00:00:00+00:00,HSY,0.00014200158,0
1282,2025-12-16 00:00:00+00:00,L,0.00014195922,0
1155,2025-12-16 00:00:00+00:00,IQV,0.00014193694,0
2134,2025-12-16 00:00:00+00:00,UAL,0.00014187078,0
2043,2025-12-16 00:00:00+00:00,TFC,0.00014186196,0
2143,2025-12-16 00:00:00+00:00,UDR,0.00014185309,0
724,2025-12-16 00:00:00+00:00,EFX,0.00014176019,0
457,2025-12-16 00:00:00+00:00,CMG,0.00014165591,0
1238,2025-12-16 00:00:00+00:00,KIM,0.00014155715,0
1439,2025-12-16 00:00:00+00:00,MKTX,0.00014149855,0
308,2025-12-16 00:00:00+00:00,BR,0.00014128734,0
2292,2025-12-16 00:00:00+00:00,WTW,0.0001412774,0
1506,2025-12-16 00:00:00+00:00,MSFT,0.00014106603,0
1102,2025-12-16 00:00:00+00:00,HWM,0.00014098025,0
1486,2025-12-16 00:00:00+00:00,MRK,0.00014084886,0
1491,2025-12-16 00:00:00+00:00,MRNA,0.00014083396,0
859,2025-12-16 00:00:00+00:00,FDX,0.00014069784,0
232,2025-12-16 00:00:00+00:00,AZO,0.00014057939,0
390,2025-12-16 00:00:00+00:00,CDW,0.00014055385,0
1851,2025-12-16 00:00:00+00:00,RMD,0.00014054238,0
342,2025-12-16 00:00:00+00:00,CAG,0.00014036901,0
2196,2025-12-16 00:00:00+00:00,VLTO,0.0001403524,0
1036,2025-12-16 00:00:00+00:00,HD,0.00014000562,0
1002,2025-12-16 00:00:00+00:00,GRMN,0.00013994888,0
2129,2025-12-16 00:00:00+00:00,TYL,0.00013989357,0
1365,2025-12-16 00:00:00+00:00,LYV,0.00013986163,0
1170,2025-12-16 00:00:00+00:00,ISRG,0.00013982951,0
812,2025-12-16 00:00:00+00:00,EW,0.00013977778,0
1815,2025-12-16 00:00:00+00:00,QCOM,0.00013971748,0
1601,2025-12-16 00:00:00+00:00,NUE,0.00013950624,0
1737,2025-12-16 00:00:00+00:00,PKG,0.0001394118,0
200,2025-12-16 00:00:00+00:00,ATO,0.0001393923,0
1709,2025-12-16 00:00:00+00:00,PFE,0.00013931231,0
1097,2025-12-16 00:00:00+00:00,HUM,0.00013929156,0
1947,2025-12-16 00:00:00+00:00,SPGI,0.00013928351,0
512,2025-12-16 00:00:00+00:00,CPB,0.00013927027,0
2200,2025-12-16 00:00:00+00:00,VMC,0.00013923837,0
2023,2025-12-16 00:00:00+00:00,TDY,0.00013899922,0
978,2025-12-16 00:00:00+00:00,GNRC,0.00013898734,0
2176,2025-12-16 00:00:00+00:00,USB,0.00013896367,0
2028,2025-12-16 00:00:00+00:00,TECH,0.00013882511,0
1865,2025-12-16 00:00:00+00:00,ROP,0.00013878559,0
1616,2025-12-16 00:00:00+00:00,NWS,0.00013874887,0
2115,2025-12-16 00:00:00+00:00,TTWO,0.00013873691,0
2260,2025-12-16 00:00:00+00:00,WELL,0.00013872908,0
1301,2025-12-16 00:00:00+00:00,LHX,0.00013864336,0
1942,2025-12-16 00:00:00+00:00,SPG,0.00013860998,0
507,2025-12-16 00:00:00+00:00,CPAY,0.00013860485,0
1116,2025-12-16 00:00:00+00:00,IDXX,0.00013853898,0
1179,2025-12-16 00:00:00+00:00,ITW,0.00013847732,0
181,2025-12-16 00:00:00+00:00,APD,0.00013843691,0
1675,2025-12-16 00:00:00+00:00,PANW,0.00013842536,0
1191,2025-12-16 00:00:00+00:00,JBHT,0.0001383737,0
1999,2025-12-16 00:00:00+00:00,SYK,0.00013831582,0
1723,2025-12-16 00:00:00+00:00,PGR,0.0001382855,0
2307,2025-12-16 00:00:00+00:00,XEL,0.00013813244,0
821,2025-12-16 00:00:00+00:00,EXPD,0.0001381257,0
419,2025-12-16 00:00:00+00:00,CHRW,0.00013806026,0
836,2025-12-16 00:00:00+00:00,F,0.00013796879,0
679,2025-12-16 00:00:00+00:00,DRI,0.00013793982,0
2322,2025-12-16 00:00:00+00:00,YUM,0.0001379147,0
1031,2025-12-16 00:00:00+00:00,HCA,0.00013787954,0
1296,2025-12-16 00:00:00+00:00,LH,0.00013767974,0
2067,2025-12-16 00:00:00+00:00,TMUS,0.00013767394,0
2209,2025-12-16 00:00:00+00:00,VRSN,0.00013762707,0
2038,2025-12-16 00:00:00+00:00,TER,0.00013757714,0
346,2025-12-16 00:00:00+00:00,CAH,0.00013748673,0
1145,2025-12-16 00:00:00+00:00,INVH,0.00013747861,0
1012,2025-12-16 00:00:00+00:00,GWW,0.00013747432,0
1770,2025-12-16 00:00:00+00:00,PODD,0.00013741049,0
2330,2025-12-16 00:00:00+00:00,ZBRA,0.00013729985,0
580,2025-12-16 00:00:00+00:00,CVX,0.00013723194,0
600,2025-12-16 00:00:00+00:00,DAY,0.00013721867,0
1524,2025-12-16 00:00:00+00:00,MTD,0.00013703319,0
1204,2025-12-16 00:00:00+00:00,JKHY,0.0001369457,0
1974,2025-12-16 00:00:00+00:00,STZ,0.00013693322,0
143,2025-12-16 00:00:00+00:00,AMP,0.00013685712,0
1588,2025-12-16 00:00:00+00:00,NSC,0.00013683041,0
1082,2025-12-16 00:00:00+00:00,HST,0.00013678188,0
1839,2025-12-16 00:00:00+00:00,RF,0.0001364785,0
1140,2025-12-16 00:00:00+00:00,INTU,0.00013632211,0
1496,2025-12-16 00:00:00+00:00,MS,0.00013603678,0
2157,2025-12-16 00:00:00+00:00,UNH,0.00013600304,0
2120,2025-12-16 00:00:00+00:00,TXN,0.00013600016,0
1543,2025-12-16 00:00:00+00:00,NDSN,0.00013596112,0
1453,2025-12-16 00:00:00+00:00,MMM,0.00013536471,0
556,2025-12-16 00:00:00+00:00,CTAS,0.00013530771,0
1927,2025-12-16 00:00:00+00:00,SNPS,0.00013528371,0
741,2025-12-16 00:00:00+00:00,ELV,0.00013525027,0
265,2025-12-16 00:00:00+00:00,BEN,0.00013522555,0
133,2025-12-16 00:00:00+00:00,AME,0.00013507626,0
1636,2025-12-16 00:00:00+00:00,ODFL,0.00013490517,0
2288,2025-12-16 00:00:00+00:00,WST,0.00013481185,0
472,2025-12-16 00:00:00+00:00,CNC,0.0001346318,0
1903,2025-12-16 00:00:00+00:00,SHW,0.00013449402,0
988,2025-12-16 00:00:00+00:00,GOOGL,0.00013434081,0
1626,2025-12-16 00:00:00+00:00,NXPI,0.00013425731,0
1330,2025-12-16 00:00:00+00:00,LOW,0.0001342327,0
1870,2025-12-16 00:00:00+00:00,ROST,0.00013421882,0
2162,2025-12-16 00:00:00+00:00,UNP,0.00013393535,0
